"","score","text"
"155",0,"@Airtel_Presence @airtelindia @amazonIN 

#AirtelTV app not showing #AmazonPrime offer but I get daily sms from… https://t.co/nKTc437cMc"
"156",-1,"This is what we get always as #Airtel user. 
@Airtel_Presence @airtelindia 
It's sickening !! https://t.co/d9Tiv6d049"
"157",1,"Sometime changes improves quality #Jio  to #Airtel ."
"158",0,"RT @Taniyamakkar: When we choose a mobile network, do we check whether #Airtel or #Vodafone belong to a particular #Caste?

No, we simply c…"
"159",1,"#Airtel Your Payment Bank operations required improvement, i am not able to use my money in airtel bank due to bank… https://t.co/8DXQI6CbcQ"
"160",0,"Envoie par sms Coran ou Bible au 555 ou compose *555# et reçois directement sur ton mobile des enseignements sur ta… https://t.co/nghVRhZjED"
"161",0,"@Airtel_Presence I don't know, of which number you are talking about. I use these two #airtel no. 8542038695 and 8009066687"
"162",0,"RT @maalaimalar: <U+0B8F><U+0BB0><U+0BCD><U+0B9F><U+0BC6><U+0BB2><U+0BCD> <U+0BB0><U+0BC2>.149: <U+0BAA><U+0BB4><U+0BC8><U+0BAF> <U+0B9A><U+0BB2><U+0BC1><U+0B95><U+0BC8> <U+0B86><U+0BA9><U+0BBE><U+0BB2><U+0BCD> <U+0BAA><U+0BC1><U+0BA4><U+0BBF><U+0BAF> <U+0BA8><U+0BA9><U+0BCD><U+0BAE><U+0BC8>

#Airtel #RelianceJio #Offers https://t.co/DmibDcCdZl"
"163",1,"RT @expresstechie: #Airtel revises Rs 149 prepaid plan with unlimited calls, 1GB data for 28 days
https://t.co/yiCFZZABU5"
"164",0,"<U+0B8F><U+0BB0><U+0BCD><U+0B9F><U+0BC6><U+0BB2><U+0BCD> <U+0BB0><U+0BC2>.149: <U+0BAA><U+0BB4><U+0BC8><U+0BAF> <U+0B9A><U+0BB2><U+0BC1><U+0B95><U+0BC8> <U+0B86><U+0BA9><U+0BBE><U+0BB2><U+0BCD> <U+0BAA><U+0BC1><U+0BA4><U+0BBF><U+0BAF> <U+0BA8><U+0BA9><U+0BCD><U+0BAE><U+0BC8>

#Airtel #RelianceJio #Offers https://t.co/DmibDcCdZl"
"165",0,"@DanishKh4n @Airtel_Presence #Airtel has a sleeper cell in their social media office"
"166",0,"When we choose a mobile network, do we check whether #Airtel or #Vodafone belong to a particular #Caste?

No, we si… https://t.co/6M5C34tKck"
"167",-1,"@motorolaindia @amazonIN Avoid buying Motorola devices ... They don't provide software bug fixes. You won't get fix… https://t.co/W0uR5a7iBS"
"168",1,"#Airtel revises Rs 149 prepaid plan with unlimited calls, 1GB data for 28 days
https://t.co/yiCFZZABU5"
"169",0,"#Airtel tries to stop new players to enter #telecommarket 
https://t.co/vucjRMZEUF"
"170",-2,"Awfully slow speed for 4G network #airtel #internet #airtelphone #patheticservice"
"171",0,"<U+091C><U+093F><U+092F><U+094B> <U+0928><U+0947> <U+090F><U+092F><U+0930><U+091F><U+0947><U+0932> <U+0935><U+094B><U+0921><U+093E><U+092B><U+094B><U+0928> <U+0915><U+094B> <U+0926><U+0940> <U+0915><U+0921><U+093C><U+0940> <U+091F><U+0915><U+094D><U+0915><U+0930>, <U+0907><U+0924><U+0928><U+0947> <U+092E><U+0947><U+0902> <U+0926><U+0947> <U+0930><U+0939><U+093E> <U+0905><U+0928><U+0932><U+093F><U+092E><U+093F><U+091F><U+0947><U+0921> <U+0921><U+093E><U+091F><U+093E> <U+0914><U+0930> <U+0915><U+093E><U+0932><U+093F><U+0902><U+0917>
#Jio #Vodafone #Airtel #Idea... https://t.co/j5EXZY9Nel"
"172",1,"Duniya ka fastest network #Airtel.....
.
Meri aapse hath jod k gujarish h k tumhe agr <U+092A><U+0939><U+093E><U+0921><U+093C><U+094B><U+0902>,<U+092A><U+0930><U+094D><U+0935><U+0924><U+094B><U+0902>,<U+0914><U+0930> <U+091C><U+0902><U+0917><U+0932><U+094B><U+0902> <U+092E><U+0947><U+0902>… https://t.co/uZJLw2pVlv"
"173",-1,"@Airtel_Presence #Airtel #airtel4g still no update from ur end.. are u guys working on this issue or ur reply was just a formality..?"
"174",-1,"@Airtel_Presence Once again #Airtel proved why they ate just money looters and company of goons. Provided me faulty… https://t.co/0tbNOvgXpz"
"175",0,"@Airtel_Presence @airtelindia #Airtel #Aadhaar #Telecom New feature request in ur Airtel mobile app: List all the m… https://t.co/hBDev7OilY"
"176",0,"<U+09E7><U+09EA><U+09EF><U+099F><U+09BE><U+0995><U+09BE><U+09AF><U+09BC> <U+09A6><U+09C1><U+09B0><U+09CD><U+09A6><U+09BE><U+09A8><U+09CD><U+09A4> <U+0985><U+09AB><U+09BE><U+09B0> <U+09A6><U+09BF><U+099A><U+09CD><U+099B><U+09C7> <U+098F><U+09AF><U+09BC><U+09BE><U+09B0><U+099F><U+09C7><U+09B2>
https://t.co/RbOvDICkki
#Airtel #Kolkata24x7 #BengaliNews #KolkataNews https://t.co/7dOqnxuDuP"
"177",-1,"@airtelindia @Airtel_Presence 
Poor net connectivity ,3rd class service.
#Airtel #4G #mumbai #Badlapur
Please do so… https://t.co/yEvpckV6dL"
"178",1,"#Reliance #JiO #lover <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>#airtel #phone https://t.co/VO01TsXG3k"
"179",0,"So, the only way I can use #Airtel internet is after installing VPN 
<ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>"
"180",1,"Excellent repos dominical. #Airtel #rdc https://t.co/OReIq2PTHP"
"181",0,"Abonne-toi à notre chaîne YouTube et ne rate plus aucune de nos vidéos. 
Par ici <U+27A1><U+FE0F>  https://t.co/HGv02e3j4h… https://t.co/KMDDYQaJZ3"
"182",0,"As-tu fait une grasse matinée aujourd'hui ? <ed><U+00A0><U+00BD><ed><U+00B8><U+0084>
Excellent repos dominical. #Airtel #Gabon https://t.co/1aGTeUQcmy"
"183",0,"@Airtel_Presence What's the update? Are you suggesting not to port to #Airtel given your response time is so long!"
"184",0,"Very worst  network #Airtel again don't tell India's no 1 network.... Vodafone it's best"
"185",-2,"@airtelindia Very Bad service...I have given a complaint for data not working.....But your people are busy telling… https://t.co/MWmpeAHGVf"
"186",0,"@Airtel_Presence @airtelindia convenient way to pass buck...i got call from ur network team 4 times still problem i… https://t.co/jRkTxLOO4n"
"187",0,"Dekho dekho ye hai halwa @Airtel_Presence @airtelindia 

#No4G,3GONLY2G
#Airtel https://t.co/ukC74dbhas"
"188",0,"<U+090F><U+092F><U+0930><U+091F><U+0947><U+0932> <U+0928><U+0947> <U+0905><U+092A><U+0928><U+0947> 149 <U+0930><U+0941><U+092A><U+092F><U+0947> <U+0915><U+0947> <U+092A><U+094D><U+0932><U+093E><U+0928> <U+092E><U+0947><U+0902> <U+092C><U+0921><U+093C><U+093E> <U+092C><U+0926><U+0932><U+093E><U+0935> <U+0915><U+093F><U+092F><U+093E> <U+0939><U+0948><U+0964> 
#Airtel 
https://t.co/6rD3aDvq3a"
"189",0,"#Airtel #TelecommunicationsServices What a service offering by Airtel, I am getting 4MBPS speed over my broadband w… https://t.co/Ccwo0xoD8c"
"190",0,"2/2 To speak to your customer care is https://t.co/55wIxtBtvd need to solve my problem.This is pure loot and not do… https://t.co/adHyhndik1"
"191",0,"#Airtel tries to stop new players to enter #telecommarket
 https://t.co/LsGJawkZM1
#ARaja #jIo #RelianceJio… https://t.co/0cZMbPLfxi"
"192",-1,"@manojsinhabjp Sir... Whenever I open #Airtel data it blocks my SIM 2...its violation of my freedom...kindly help..thanx"
"193",-1,"#Raja accuses #Airtel for conspiring against him to stop new players from entering market"
"194",1,"@romeomustlivee @VodafoneIN Switch to #Airtel. It’s definitely a better network."
"195",2,"@airtelindia This means you are giving already free to air channels only for free till June 2018. #airtel #airtelTV"
"196",-1,"#governmentofindia #Ministry_of_Communication add for @_DigitalIndia but the mobile network is still worst.. forgot… https://t.co/g6V1ekyiSJ"
"197",0,"@_DigitalIndia @VodafoneIN @airtelindia @TRAI @narendramodi @vijayrupanibjp @Nitinbhai_Patel… https://t.co/JarhrOwIla"
"198",-1,"#Airtel my number 7568835599 port from Vodafone to Airtel but now my sim is inactive from 4 days no response from Airtel store #bhartiairtel"
"199",-1,"Really very bad experience of #airtel network.. @airtelindia https://t.co/MST2MG83Pt"
"200",-2,"@airtelindia @airtelnews @Airtel_Presence @TRAI 10000000% worst service of #airtel network problem in my house and… https://t.co/6aRb65q3dj"
"201",1,"@PRIYARD @Airtel_Presence @airtelindia @UIDAI @Airtel_Presence Better sort this out and stop harassing customers to… https://t.co/WYR4ZVvybi"
"202",0,"#AirtelTV don’t offers #Colors &amp; #StarSports whereas #JioTV offers both these channels in HD. In fact they offer mo… https://t.co/XwLQnb3lcG"
"203",-1,"#Airtel Very disappointing my airtel app performance. First it took 30-40 times to read otp to get registered and n… https://t.co/YdenjDDzC8"
"204",-1,"MNP to #Airtel can render your number useless as you won't be able to recharge. Experiencing it @Airtel_Presence . Be careful."
"205",2,"#reliance #reliancejio #Jio #Airtel  Sometimes I feel I was right about Airtel at 299rs.
Now more confident of that… https://t.co/Zin9mNAo0x"
"206",1,"Something that made my day today. And think you to choose your operator wisely. 

One of my friend had mailed this… https://t.co/w4Kceo5HLC"
"207",0,"RT @soliddivya: @Airtel_Presence @airtelindia from the past 15 days #airtel #dth is unable to give proper broadcast. Is this the service fo…"
"208",0,"@Airtel_Presence I'm going to switch to a different provider. After 10+ years as a loyal customer, you're losing me… https://t.co/qH48B8gkzN"
"209",2,"@viveklkw @BSNL_UPE @BSNLCorporate @CMDBSNL @TRAI @OfficeOfRSP @manojsinhabjp @PMOIndia Well said bhai shahb well s… https://t.co/5CosIj52Np"
"210",-1,"@airtelindia @Airtel_Presence Hi, how to port my number from #Airtel to other carriers,facing connectivity issues f… https://t.co/UIoV6sMtpn"
"211",0,"https://t.co/WDG88bbW4b #Airtel"
"212",0,"#Airtel"
"213",-1,"This is so confusing that #Airtel disconnected my broadband saying ""I requested"" them to do so on Jan 11. Interesti… https://t.co/5imNqKvUO9"
"214",-1,"#Airtel ibaadat subscribers give a missed call on 9109121115 &amp; get ibaadat  on Channel no. 621 at Rs.39. https://t.co/7v9MY92z8l"
"215",0,"#Airtel postpaid plans now offers rental discounts for six months. https://t.co/67tf0odGBl"
"216",-1,"@Airtel_Presence i contact to d custmr cre dey said chnge ur sim may be ur sim is damaged so i chnged my sim nd the… https://t.co/tKQ1rPfW31"
"217",0,"RT @rohitgoel7: Most common word after picking the phone is ""hello"" and the next is ""network nhi aa rha"" #21st century #Airtel #vodafone"
"218",0,"Dear #Airtel could you please check, why I have charged unnecessarily, last night I have got message for activation… https://t.co/Cn0D3amac1"
"219",0,"[37.] #Airtel #Ranothon #Ranchi #MorabadiGround https://t.co/mO32v8H2qC"
"220",1,"RT @shashi6454: #Airtel-Run-O-than Awards @airtelindia @amarbauri @cmojhr @dasraghubar https://t.co/RjIZ3jZGzQ"
"221",0,"RT @shashi6454: #Airtel-Run-O-than lovely crowd.. waiting for announcements of Results @amarbauri @WeAreRanchi @DC_Ranchi @Airtel_Presence…"
"222",0,"#Airtel-Run-O-than lovely crowd.. waiting for announcements of Results @amarbauri @WeAreRanchi @DC_Ranchi… https://t.co/2e393ExefN"
"223",1,"#Airtel-Run-O-than Awards @airtelindia @amarbauri @cmojhr @dasraghubar https://t.co/RjIZ3jZGzQ"
"224",0,"#Airtel-Run-O-than @amarbauri @cmojhr @dasraghubar https://t.co/WIRZYuPUIf"
"225",-1,"@Airtel_Presence @airtelindia #airtel postpaid plans are a cheating  . Compare their prepaid plans and decide when… https://t.co/MPaZoRLpgK"
"226",-1,"@Airtel_Presence No call.......... no signal .........no anyone connectivity internet........ worst type .....###Airtel Network ###"
"227",-1,"@airtelindia 
No call.......... no signal .........no anyone connectivity internet........ worst type .....###Airtel Network ###"
"228",-1,"No call.......... no signal .........no anyone connectivity internet........ worst type .....###Airtel Network ###"
"229",-1,"@Airtel_Presence 
No call.......... no signal .........no anyone connectivity internet........ worst type .....###Airtel Network ###"
"230",0,"How to port your sim from one service provider to another https://t.co/CXTgfP1weU #9Mobile #Airtel #glo https://t.co/OEM1kVOmX3"
"231",-1,"Hello @Airtel_Presence You should not launch case against JIO instead ppl using #Airtel should launch complaint aga… https://t.co/BPnEPUb454"
"232",0,"#Airtel-Run-O-Than @Ranchi waving Start https://t.co/WwMQjp9Qjm"
"233",-1,"@Airtel_Presence @DoT_India @TRAI 
Again the same problem 2 packs of <U+20B9>9 auto-renewed today. Even I told customer ex… https://t.co/ovM2CsOQNw"
"234",2,"#airtelteranetwork <ed><U+00A0><U+00BD><ed><U+00B8><U+00A0><ed><U+00A0><U+00BD><ed><U+00B8><U+00A0> the worst internet service ever. 4Gworks like 2G....I wonder what 2G would be like. Finally a… https://t.co/FnUVamPFSg"
"235",0,"Dear @AirtelNigeria abeg na, today is my birthday and there has not been data network on my phone since 4pm, you kn… https://t.co/3psPEqP3hZ"
"236",0,"@ThePrintIndia @ceo_uidai @ShekharGupta @RuhiTewari #ShashiArora #GopalVittal #AirtelPaymentsBank #Aadhaar #UIDAI… https://t.co/Ppr938GARj"
"237",0,"Do Malawian mobile service providers really have this 4.5 thing? Come on #tnm #airtel, you kidding us big time. ..a… https://t.co/u1lMOvGY7e"
"238",0,"After 9 years I switched from @VodafoneIN today. Because of untrained staff in call centers and outdated systems,… https://t.co/TUN7EIUIn1"
"239",-2,"@LutherRahul @Airtel_Presence @airtelindia @airtelccare True, we should port out. Pathetic service by a mediocre company.
#airtel"
"240",0,"YoY in #india #Bharti #Airtel
Subscribers <U+2191>8.1%
#mobile #data traffic <U+2191>460%
Profit <U+2193>39.3%
Revenue <U+2193>12.9%
blame it o… https://t.co/8tdL5hZtWE"
"241",0,"GIGA POMBA ! Bénéficiez de plus de volume d'internet au même prix avec plus de temps de connexion. N'attendez plus,… https://t.co/3hpl5OAWYq"
"242",1,"I was enjoying around 17 to 18 mbps speed of broadband when i was in kerala with asianet broadband but here in fari… https://t.co/tfw35n8xZK"
"243",1,"@AIRTEL_KE Once you were the best but now it seems we have to learn how to manage without #Airtel"
"244",0,"<ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>High Data 4G plan with No FUP<ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> #Jio #RelianceJio #Jio4G #Airtel #Airtel4G
https://t.co/zyP2D7WgDK"
"245",0,"Switched from Airtel postpaid to prepaid and no incoming outgoing since 19th 6 pm. With 4-5 customer service call a… https://t.co/3a7rmliQxJ"
"246",-1,"#Airtel was literally charging hefty money for users now he is running for money. https://t.co/uPsBPUrwYo"
"247",0,"#TRAI <U+0915><U+094B> <U+092A><U+0939><U+0932><U+0947> <U+091C><U+092E><U+0940><U+0928> <U+092A><U+0930> <U+0905><U+091A><U+094D><U+091B><U+093E> <U+0928><U+0947><U+091F><U+0935><U+0930><U+094D><U+0915> <U+0926><U+0947><U+0928><U+093E> <U+091A><U+093E><U+0939><U+093F><U+090F>, <U+0906><U+0938><U+092E><U+093E><U+0928> <U+092E><U+0947><U+0902> <U+092C><U+093E><U+0926> <U+092E><U+0947><U+0902> <U+092D><U+0940> <U+092E><U+093F><U+0932> <U+0938><U+0915><U+0924><U+093E> <U+0939><U+0948>. #DigitalIndia <U+0915><U+0939><U+0924><U+0947> <U+0939><U+0948><U+0902> <U+0914><U+0930> NCR (No… https://t.co/FLIkZMj6fS"
"248",0,"RT @gogiinc: Karbonn Titanium Jumbo 2GB RAM, 4000 mAh battery for Rs. 2,999 https://t.co/b1C0tFX2FC via #karbonn #airtel"
"249",-1,"https://t.co/uZPbNDax1K
@Airtel_Presence @airtelindia 
#CallEnded #Airtel #Fix #4G #Howto #NoOutgoingCalls #error"
"250",0,"@ETNOWlive your sound of the channel is very less on @Airtel_Presence channel 381 #Airtel #DigitalTv https://t.co/sogHTVdtkR"
"251",1,"@airtel can you please explain me what are restrictions on roaming in airtel unlimited 1 Gb/ day plans ? #airtel is… https://t.co/kMI27WwVgB"
"252",0,"@Airtel_Presence #Airtel"
"253",0,"@Airtel_Presence @VodafoneIN Hi #Airtel! I want to come your network. #Airtel can you tell me how to come your netw… https://t.co/xDADcR5NcE"
"254",0,"Reste connecté avec tes amis de 00h au petit matin en souscrivant au forfait #AirtelNuit à 400F seulement. C'est si… https://t.co/bVA0E8aoFt"
"255",0,"#Airtel4G poor service. #Airtel  4G speed is like 2G."
"256",0,"No Service still @VodafoneIN what to do? #vodafonein #airtel #jio https://t.co/IyCQgxp5rB"
"257",-1,"@VodafoneIN Why do you call me? 100% time your call is a waste of time because all you do is to say, ""we will raise… https://t.co/Kc7FdcTY5w"
"258",0,"Most common word after picking the phone is ""hello"" and the next is ""network nhi aa rha"" #21st century #Airtel #vodafone"
"259",-3,"#Airtel Turning worst network carrier. #Call drops and #Slowest internet speed and #connectivity issues increasing… https://t.co/MfKDdBiIck"
"260",-1,"Nous sommes de tout coeur avec les Diables rouges qui vont affronter l'équipe du Burkina ce soir à 20H30.
Allez les… https://t.co/YVAiJ99XOx"
"261",0,"What would be the 4g plans, if #Jio did not come? #Airtel #Vodafone"
"262",1,"@Airtel_Presence I have a question/query regarding #Airtel. Kindly somebody acknowledge."
"263",1,"@idea_cares  #Vodafone Connect, #Airtel Mitra #aircel OneAct running  smoothly on my @OreoOnMiA1.why #ideaeCaf crea… https://t.co/WlDzLp6P1s"
"264",1,"@JioCare Jebin sir #Vodafone Connect, #Airtel Mitra #aircel OneAct running smoothly on my @OreoOnMiA1.why JIO pos c… https://t.co/skN5rcA55L"
"265",0,"#ConnectingAfrica: #Airtel reported revenues of $783 million, up by 5% from a year earlier, and grew its #African c… https://t.co/56SFBPlLCg"
"266",1,"To understand how NSA is tracking an individual, top directors refer to “whole life” strategy to their targets by i… https://t.co/orcBV7Rvn2"
"267",0,"The end of 2G internet subscription in India! https://t.co/L8BbeVZpQu by @tanazacloud #wifiindia #wirelessbroadband… https://t.co/Xx0DizrJh5"
"268",0,"@VodafoneIN Is @VodafoneIN shutting down services in the city of #Bangalore. Nothing happen yet for my network issu… https://t.co/iY6DykNVft"
"269",0,"Réglez vos factures d'eau et d'électricité pour les compteurs Edan classiques directement sur votre mobile<ed><U+00A0><U+00BD><ed><U+00B3><U+00B1> sans vo… https://t.co/BK7iLtiMyz"
"270",0,"<U+092E><U+094B><U+0926><U+0940> <U+0938><U+0930><U+0915><U+093E><U+0930> <U+0915><U+093E> <U+090F><U+0915> <U+092B><U+0948><U+0938><U+0932><U+093E> <U+0914><U+0930> Jio <U+0928><U+0947> <U+0915><U+092E><U+093E> <U+0932><U+093F><U+090F> 500 <U+0915><U+0930><U+094B><U+0921><U+093C> 
https://t.co/mtF50F9nFH
<U+092A><U+0922><U+093C><U+0947><U+0902> <U+0914><U+0930> <U+0938><U+092E><U+091D><U+0947> <U+0915><U+093F> <U+0915><U+0948><U+0938><U+0947> <U+091A><U+094C><U+0915><U+0940><U+0926><U+093E><U+0930> <U+0905><U+092A><U+0928><U+0947> <U+092E><U+093E><U+0932><U+093F>… https://t.co/I6eQQyWzVW"
"271",0,"The F*cking network of India is @Airtel_Presence ...#Airtel"
"272",-1,"Guys don’t ever use @Airtel_presence.
They’ve got worst network,worst service &amp; upon all they bill you something ex… https://t.co/A8fADhtRe2"
"273",1,"RT @LutherRahul: Pay for 4G. Get 3G. That's ""India's fastest internet""! #Airtelisuseless #Airtel @airtel_presence @airtelindia @airtelccare…"
"274",-1,"Worst service seen in jiofy dongle once the initial offer period is over. Should i switch back to #vodafone or… https://t.co/JQoOyqj28F"
"275",0,"I took an #Airtel connection about 20 years ago when it was launched. Today, the company is not able to resolve my… https://t.co/VgQBzEA0ys"
"276",2,"Monopoly wins in Industries where you have Govt. support &amp; deep pockets. 

#RelianceJio #Money #Monopoly #Profit… https://t.co/jSCT7dxVzE"
"277",-1,"#Airtel #airtelmoney #airtelBank #AirtelPaymentBank
Fraud cheater. Never use airtel payment bank. As you can't trac… https://t.co/W44OmHNQw3"
"278",1,"If you are an @airtelindia Post Paid user (499+ plan) grab your FREE 1 Year @amazonIN #AmazonPrime subscription ! #Airtel"
"279",0,"Airtel Network sucks..
4g <U+0915><U+0947> <U+0928><U+093E><U+092E> <U+092A><U+0930> <U+092C><U+0947><U+0935><U+0915><U+0942><U+092B> <U+092C><U+0928><U+093E> <U+0930><U+0939><U+0947> <U+0939><U+0948><U+0902> <U+092F><U+0947> <U+0932><U+094B><U+0917>...<ed><U+00A0><U+00BD><ed><U+00B8><U+00A4><ed><U+00A0><U+00BD><ed><U+00B8><U+00A4><ed><U+00A0><U+00BD><ed><U+00B8><U+00A4> #Airtel #Airtel4G https://t.co/LAULyaJNik"
"280",1,"@airtelindia @Airtel_Presence - Tomorrow is my Birthday and you gave me the GIFT by suspending my number. #remarkable #airtel"
"281",0,"@OlsPallavi @Airtel_Presence @DoT_India @TRAI @manojsinhabjp @reliancejio Exactly..  now they asked me to provide m… https://t.co/6ran9IjPUI"
"282",0,"@Ringer_Alarm @Airtel_Presence @DoT_India @TRAI @manojsinhabjp Been through this.. I finally switched to… https://t.co/C9TlLjPio0"
"283",0,"<U+0B9F><U+0BBF><U+0B9F><U+0BBF><U+0B8E><U+0B9A><U+0BCD> <U+0BA8><U+0BBF><U+0BB1><U+0BC1><U+0BB5><U+0BA9><U+0BA4><U+0BCD><U+0BA4><U+0BBF><U+0BA9><U+0BCD> 25% <U+0BAA><U+0B99><U+0BCD><U+0B95><U+0BC1><U+0B95><U+0BB3><U+0BC8> <U+0BA8><U+0BC6><U+0B9F><U+0BCD><U+0B9F><U+0BBF><U+0BB3><U+0BCD> <U+0B87><U+0BA9><U+0BCD><U+0B83><U+0BAA><U+0BCD><U+0BB0><U+0BBE><U+0BB5><U+0BBF><U+0BB1><U+0BCD><U+0B95><U+0BC1> <U+0B85><U+0BB3><U+0BBF><U+0B95><U+0BCD><U+0B95><U+0BC1><U+0BAE><U+0BCD> <U+0BAA><U+0BBE><U+0BB0><U+0BCD><U+0BA4><U+0BBF> <U+0B8F><U+0BB0><U+0BCD><U+0B9F><U+0BC6><U+0BB2><U+0BCD>!
https://t.co/FDpfdN1cbt
#Airtel #DTH"
"284",0,"RT @DonFizzy_1: #SaveAdedipupo #SaveAdedipupo #SaveAdedipupo #SaveAdedipupo #airtel https://t.co/PxP8TnMPZm"
"285",0,"Profite du week-end pour bien te reposer. #Airtel #Congo https://t.co/Eab42UklO6"
"286",0,"Commençons le week-end avec cette #Enigme. #Airtel #rdc https://t.co/ZrJPhHN3Pn"
"287",-1,"@Airtel_Presence Still waiting!! #Airtel @airtelindia @airtelindia #Vodafone"
"288",-2,"@Airtel_Presence I am facing issues regarding false bill generation by #airtel company."
"289",-1,"#Airtel net profit tanks 39% in Q3 to Rs 306 crore 
https://t.co/P31kseODOE"
"290",-1,"@airtel_care pls how come am being charged heavily for bank ussd transactions on my line. This is so annoying. Imag… https://t.co/REAvdBpgNZ"
"291",0,"#Airtel transfers 25% stake in #DTH arm to #NettleInfrastructure 
https://t.co/ba7BApqEDI"
"292",0,"#Airtel transfers 25% stake in #DTH arm to #NettleInfrastructure 
https://t.co/nAqLZUHMgb"
"293",0,"@airtelindia @UIDAI @FinMinIndia #Airtel again opened a payments bank account today when my dad registered the AADH… https://t.co/neJS6sQcfl"
"294",0,"@Airtel_Presence @AneezShaikh Now it is confirmed that tweets are handeled by BOT at #Airtel . Without going throug… https://t.co/tiYhkCu8wA"
"295",0,"Karbonn Titanium Jumbo 2GB RAM, 4000 mAh battery for Rs. 2,999 https://t.co/b1C0tFX2FC via #karbonn #airtel"
"296",0,"Suis-nous sur Instagram en cliquant sur https://t.co/MemyfvoNcm #Airtel #Gabon https://t.co/NL7PCI7pcW"
"297",1,"#Amazon.com Inc. and Indian telecom giant #Bharti #Airtel have collaborated to provide free one-year subscription o… https://t.co/hTr7LE6Ocp"
"298",1,"Thank you so much  <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> #Airtel @Airtel_Presence @airtelindia #Karnataka for giving me the access to #AmazonPrime .. l… https://t.co/ueO0jtdiEs"
"299",0,"#Airtel
Is this being done officially? https://t.co/MK2Npnbt5x"
"300",0,"@narendramodi Sir aap #MakeInIndia bolte h, uske liye maine @ideacellular connection liya @VodafoneIN se nikal k. A… https://t.co/2kVmKCF6Yc"
"301",0,"@airtelindia @Airtel_Presence @AirtelNigeria @AirtelSrilanka @Airtel_Ug night time data period is 01.00am to 07.00… https://t.co/PmgnRyDsAS"
"302",0,"<U+0B9C><U+0BBF><U+0BAF><U+0BCB> 398, <U+0B8F><U+0BB0><U+0BCD><U+0B9F><U+0BC6><U+0BB2><U+0BCD> 398, <U+0B90><U+0B9F><U+0BBF><U+0BAF><U+0BBE> 398; <U+0BAA><U+0BB2><U+0BAE><U+0BBE><U+0BA9> <U+0BAA><U+0BCB><U+0B9F><U+0BCD><U+0B9F><U+0BBF>; <U+0B9A><U+0BBF><U+0BB1><U+0BA8><U+0BCD><U+0BA4><U+0BA4><U+0BC1> <U+0B8E><U+0BA4><U+0BC1> <U+0BA4><U+0BC6><U+0BB0><U+0BBF><U+0BAF><U+0BC1><U+0BAE><U+0BBE>? #TamilNews #Airtel #Jio #Idea… https://t.co/8BwHyDCc2e"
"303",-1,"@TusharPatel5586 Same issue.. they say they will resolve but nobody is working on this.. besides they claim that th… https://t.co/VdgPdl1isB"
"304",-1,"@preetiyadav888 @manojsinhabjp Same issue.. they say they will resolve but nobody is working on this.. besides they… https://t.co/yPCHyPnCMn"
"305",0,"<U+0B95><U+0B9F><U+0BCD><U+0B9F><U+0BC1><U+0BAA><U+0BCD><U+0BAA><U+0B9F><U+0BBF><U+0BAF><U+0BBE><U+0B95><U+0BBE><U+0BA4> <U+0B95><U+0B9F><U+0BCD><U+0B9F><U+0BA3><U+0B95><U+0BCD> <U+0B95><U+0BC1><U+0BB1><U+0BC8><U+0BB5><U+0BC1>: <U+0B8F><U+0BB0><U+0BCD><U+0B9F><U+0BC6><U+0BB2><U+0BCD> <U+0B85><U+0BA4><U+0BBF><U+0B95><U+0BBE><U+0BB0><U+0BBF> <U+0B95><U+0BB5><U+0BB2><U+0BC8> https://t.co/uTYUD5DZ5U #Airtel"
"306",0,"RT @publictvnews: 15 <U+0CA4><U+0CBF><U+0C82><U+0C97><U+0CB3> <U+0CA8><U+0C82><U+0CA4><U+0CCD><U+0CB0> <U+0CB2><U+0CBE><U+0CAD><U+0C95><U+0CCD><U+0C95><U+0CC6> <U+0CAE><U+0CB0><U+0CB3><U+0CBF><U+0CA6> <U+0C9C><U+0CBF><U+0CAF><U+0CCB>- <U+0C8F><U+0CB0><U+0CCD> <U+0C9F><U+0CC6><U+0CB2><U+0CCD> <U+0C86><U+0CA6><U+0CBE><U+0CAF> <U+0C95><U+0CC1><U+0CB8><U+0CBF><U+0CA4> https://t.co/bVLXIB3QhX

#Jio #Airtel #Telecom #Tech #Mobile https…"
"307",0,"15 <U+0CA4><U+0CBF><U+0C82><U+0C97><U+0CB3> <U+0CA8><U+0C82><U+0CA4><U+0CCD><U+0CB0> <U+0CB2><U+0CBE><U+0CAD><U+0C95><U+0CCD><U+0C95><U+0CC6> <U+0CAE><U+0CB0><U+0CB3><U+0CBF><U+0CA6> <U+0C9C><U+0CBF><U+0CAF><U+0CCB>- <U+0C8F><U+0CB0><U+0CCD> <U+0C9F><U+0CC6><U+0CB2><U+0CCD> <U+0C86><U+0CA6><U+0CBE><U+0CAF> <U+0C95><U+0CC1><U+0CB8><U+0CBF><U+0CA4> https://t.co/bVLXIB3QhX

#Jio #Airtel #Telecom #Tech #Mobile https://t.co/7wLIkWWdTV"
